started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
51421	1.580	1.703	-3.239	-5.42	7.56	0.33	-0.386	-0.029	15.701	0.0169	0.0534	-0.0674	0.0000	0.0000	0.0000	0	0.10
51428	1.556	1.747	-3.257	-5.70	7.34	-0.76	-0.162	-0.010	15.563	0.0172	0.0550	-0.0692	0.0000	0.0000	0.0000	0	0.10
51436	1.538	1.795	-3.287	-5.26	6.82	-1.62	0.044	-0.004	15.192	0.0188	0.0555	-0.0713	0.0000	0.0000	0.0000	0	0.10
51443	1.525	1.827	-3.304	-4.61	5.73	-1.93	0.235	0.029	14.698	0.0208	0.0539	-0.0718	0.0000	0.0000	0.0000	0	0.10
51451	1.504	1.848	-3.304	-4.38	4.02	-1.40	0.424	0.048	14.274	0.0218	0.0505	-0.0696	0.0000	0.0000	0.0000	0	0.10
51458	1.471	1.887	-3.308	-4.77	3.33	-1.48	0.584	0.041	13.940	0.0211	0.0505	-0.0689	0.0000	0.0000	0.0000	0	0.10
51465	1.428	1.932	-3.310	-5.07	3.32	-1.49	0.735	0.037	13.701	0.0197	0.0517	-0.0687	0.0000	0.0000	0.0000	0	0.10
51473	1.372	1.985	-3.306	-5.82	3.44	-1.29	0.839	0.025	13.650	0.0170	0.0535	-0.0676	0.0000	0.0000	0.0000	0	0.10
51480	1.313	2.054	-3.314	-6.23	4.46	-1.48	0.887	-0.031	13.704	0.0144	0.0573	-0.0686	0.0000	0.0000	0.0000	0	0.10
51487	1.258	2.124	-3.326	-6.22	4.75	-1.45	0.873	-0.029	13.960	0.0131	0.0592	-0.0691	0.0000	0.0000	0.0000	0	0.10
51495	1.207	2.187	-3.336	-6.16	5.14	-2.01	0.799	-0.042	14.365	0.0123	0.0617	-0.0706	0.0000	0.0000	0.0000	0	0.10
51502	1.162	2.240	-3.344	-5.33	5.35	-1.89	0.682	-0.040	14.729	0.0125	0.0623	-0.0715	0.0000	0.0000	0.0000	0	0.10
51509	1.124	2.282	-3.346	-4.43	4.58	-1.28	0.539	-0.016	14.955	0.0134	0.0605	-0.0706	0.0000	0.0000	0.0000	0	0.10
51517	1.088	2.324	-3.352	-3.67	3.81	-0.32	0.416	-0.015	15.126	0.0137	0.0586	-0.0692	0.0000	0.0000	0.0000	0	0.10
51524	1.044	2.364	-3.346	-3.31	3.52	0.25	0.295	-0.000	15.162	0.0132	0.0581	-0.0681	0.0000	0.0000	0.0000	0	0.10
51532	1.007	2.416	-3.360	-2.59	3.64	-0.07	0.177	0.011	15.005	0.0138	0.0591	-0.0697	0.0000	0.0000	0.0000	0	0.10
51539	0.979	2.461	-3.376	-2.34	4.02	0.05	0.080	0.013	14.670	0.0132	0.0604	-0.0704	0.0000	0.0000	0.0000	0	0.10
51546	0.940	2.501	-3.376	-1.85	4.10	0.21	-0.013	0.002	14.190	0.0131	0.0608	-0.0706	0.0000	0.0000	0.0000	0	0.10
51554	0.890	2.541	-3.365	-1.92	4.56	0.67	-0.078	-0.001	13.663	0.0111	0.0621	-0.0699	0.0000	0.0000	0.0000	0	0.10
51561	0.861	2.578	-3.372	-1.46	4.48	0.93	-0.155	-0.001	13.209	0.0111	0.0622	-0.0699	0.0000	0.0000	0.0000	0	0.10
51568	0.841	2.610	-3.383	-1.08	4.22	0.59	-0.241	0.036	12.893	0.0119	0.0623	-0.0709	0.0000	0.0000	0.0000	0	0.10
51576	0.820	2.632	-3.384	-0.40	4.05	0.93	-0.329	0.005	12.650	0.0125	0.0616	-0.0708	0.0000	0.0000	0.0000	0	0.10
51583	0.803	2.644	-3.378	0.23	3.42	1.77	-0.406	0.046	12.558	0.0130	0.0595	-0.0693	0.0000	0.0000	0.0000	0	0.10
51590	0.792	2.653	-3.376	1.21	3.25	2.12	-0.491	-0.000	12.534	0.0143	0.0582	-0.0694	0.0000	0.0000	0.0000	0	0.10
51598	0.787	2.664	-3.381	1.42	2.83	2.65	-0.554	0.018	12.713	0.0144	0.0571	-0.0684	0.0000	0.0000	0.0000	0	0.10
51605	0.779	2.678	-3.387	2.05	2.94	2.76	-0.611	0.004	13.048	0.0151	0.0570	-0.0690	0.0000	0.0000	0.0000	0	0.10
51613	0.759	2.690	-3.379	1.96	2.76	2.92	-0.627	-0.015	13.409	0.0145	0.0568	-0.0683	0.0000	0.0000	0.0000	0	0.10
51620	0.744	2.701	-3.375	1.13	3.37	3.35	-0.604	-0.039	13.713	0.0119	0.0585	-0.0672	0.0000	0.0000	0.0000	0	0.10
51628	0.735	2.718	-3.382	0.58	3.82	3.88	-0.541	-0.057	13.933	0.0099	0.0597	-0.0664	0.0000	0.0000	0.0000	0	0.10
51635	0.729	2.731	-3.389	0.41	3.67	3.99	-0.447	-0.048	14.139	0.0095	0.0597	-0.0660	0.0000	0.0000	0.0000	0	0.10
51643	0.732	2.735	-3.396	0.79	3.04	3.28	-0.323	-0.050	14.081	0.0114	0.0590	-0.0672	0.0000	0.0000	0.0000	0	0.10
51650	0.737	2.730	-3.397	1.14	2.69	2.23	-0.193	-0.013	13.973	0.0134	0.0588	-0.0690	0.0000	0.0000	0.0000	0	0.10
51657	0.745	2.716	-3.390	1.50	2.04	2.10	-0.050	0.029	13.685	0.0148	0.0571	-0.0689	0.0000	0.0000	0.0000	0	0.10
51665	0.749	2.701	-3.380	1.90	1.66	2.08	0.077	0.001	13.261	0.0159	0.0558	-0.0688	0.0000	0.0000	0.0000	0	0.10
51672	0.753	2.694	-3.377	1.44	1.32	2.25	0.213	0.036	12.861	0.0154	0.0553	-0.0677	0.0000	0.0000	0.0000	0	0.10
51679	0.751	2.688	-3.369	1.39	1.47	1.72	0.305	0.008	12.513	0.0156	0.0559	-0.0685	0.0000	0.0000	0.0000	0	0.10
51687	0.738	2.688	-3.356	0.78	1.85	1.32	0.402	0.013	12.285	0.0143	0.0575	-0.0687	0.0000	0.0000	0.0000	0	0.10
51694	0.718	2.691	-3.339	0.40	2.05	1.70	0.457	0.005	12.098	0.0128	0.0579	-0.0675	0.0000	0.0000	0.0000	0	0.10
51702	0.703	2.688	-3.321	0.11	2.06	2.31	0.459	-0.015	11.998	0.0114	0.0576	-0.0659	0.0000	0.0000	0.0000	0	0.10
51709	0.694	2.685	-3.309	0.04	2.05	2.91	0.435	0.002	11.973	0.0105	0.0571	-0.0645	0.0000	0.0000	0.0000	0	0.10
51716	0.697	2.681	-3.308	0.56	2.06	2.91	0.371	0.004	12.141	0.0115	0.0565	-0.0650	0.0000	0.0000	0.0000	0	0.10
51724	0.707	2.677	-3.314	1.59	2.33	2.15	0.292	0.014	12.426	0.0139	0.0567	-0.0676	0.0000	0.0000	0.0000	0	0.10
51731	0.710	2.677	-3.318	2.44	2.36	1.58	0.194	-0.004	12.766	0.0159	0.0566	-0.0694	0.0000	0.0000	0.0000	0	0.10
51738	0.704	2.673	-3.307	2.88	2.72	1.94	0.089	0.009	13.027	0.0159	0.0565	-0.0693	0.0000	0.0000	0.0000	0	0.10
51746	0.691	2.674	-3.295	2.72	3.30	2.26	-0.009	-0.010	13.215	0.0146	0.0574	-0.0689	0.0000	0.0000	0.0000	0	0.10
51753	0.674	2.683	-3.287	2.50	3.80	2.51	-0.095	-0.011	13.352	0.0132	0.0585	-0.0685	0.0000	0.0000	0.0000	0	0.10
51760	0.664	2.696	-3.289	2.09	4.43	2.71	-0.200	-0.037	13.422	0.0116	0.0601	-0.0684	0.0000	0.0000	0.0000	0	0.10
51768	0.660	2.709	-3.299	1.96	4.73	2.75	-0.247	-0.045	13.354	0.0110	0.0610	-0.0686	0.0000	0.0000	0.0000	0	0.10
51775	0.657	2.718	-3.305	1.93	4.91	2.49	-0.303	-0.030	13.138	0.0109	0.0617	-0.0693	0.0000	0.0000	0.0000	0	0.10
51782	0.665	2.717	-3.311	2.48	4.62	2.98	-0.330	-0.002	12.794	0.0118	0.0603	-0.0689	0.0000	0.0000	0.0000	0	0.10
51790	0.672	2.707	-3.309	2.61	4.00	3.57	-0.325	0.028	12.369	0.0122	0.0583	-0.0674	0.0000	0.0000	0.0000	0	0.10
51797	0.680	2.705	-3.314	3.06	3.91	3.21	-0.317	0.009	11.958	0.0135	0.0580	-0.0685	0.0000	0.0000	0.0000	0	0.10
51804	0.692	2.701	-3.322	3.43	4.13	2.83	-0.289	0.034	11.637	0.0146	0.0584	-0.0698	0.0000	0.0000	0.0000	0	0.10
51812	0.698	2.706	-3.333	2.85	4.14	2.24	-0.225	0.013	11.408	0.0142	0.0595	-0.0705	0.0000	0.0000	0.0000	0	0.10
51819	0.702	2.716	-3.348	2.10	4.43	2.70	-0.112	0.036	11.204	0.0124	0.0605	-0.0696	0.0000	0.0000	0.0000	0	0.10
51826	0.701	2.726	-3.356	1.42	4.74	3.28	-0.020	0.034	10.983	0.0104	0.0613	-0.0684	0.0000	0.0000	0.0000	0	0.10
51833	0.696	2.736	-3.360	0.57	4.67	3.89	0.080	0.027	10.998	0.0084	0.0616	-0.0666	0.0000	0.0000	0.0000	0	0.10
51841	0.687	2.735	-3.351	0.77	5.00	3.36	0.167	0.015	11.094	0.0087	0.0625	-0.0678	0.0000	0.0000	0.0000	0	0.10
51848	0.684	2.741	-3.354	0.80	4.89	2.91	0.243	0.016	11.296	0.0092	0.0627	-0.0686	0.0000	0.0000	0.0000	0	0.10
51855	0.684	2.743	-3.356	1.09	4.80	2.39	0.276	0.020	11.576	0.0103	0.0628	-0.0697	0.0000	0.0000	0.0000	0	0.10
51863	0.685	2.738	-3.352	1.62	4.24	2.52	0.276	0.010	11.874	0.0116	0.0611	-0.0694	0.0000	0.0000	0.0000	0	0.10
51870	0.679	2.736	-3.344	1.68	3.98	3.04	0.262	-0.021	12.088	0.0113	0.0601	-0.0682	0.0000	0.0000	0.0000	0	0.10
51877	0.664	2.740	-3.333	1.70	3.93	4.03	0.251	-0.020	12.239	0.0101	0.0593	-0.0662	0.0000	0.0000	0.0000	0	0.10
51885	0.643	2.755	-3.326	1.66	4.66	3.98	0.200	-0.048	12.404	0.0091	0.0610	-0.0667	0.0000	0.0000	0.0000	0	0.10
51892	0.630	2.781	-3.339	1.49	5.14	3.76	0.128	-0.059	12.440	0.0083	0.0627	-0.0676	0.0000	0.0000	0.0000	0	0.10
51899	0.611	2.816	-3.354	1.16	5.56	3.58	0.081	-0.058	12.490	0.0072	0.0647	-0.0683	0.0000	0.0000	0.0000	0	0.10
51907	0.595	2.844	-3.364	1.08	5.96	3.46	-0.004	-0.076	12.348	0.0065	0.0661	-0.0690	0.0000	0.0000	0.0000	0	0.10
51914	0.576	2.871	-3.373	0.96	6.06	4.33	-0.073	-0.024	12.058	0.0050	0.0662	-0.0676	0.0000	0.0000	0.0000	0	0.10
51921	0.565	2.895	-3.384	1.37	5.93	4.37	-0.131	-0.026	11.715	0.0055	0.0661	-0.0680	0.0000	0.0000	0.0000	0	0.10
51929	0.554	2.911	-3.389	2.23	6.37	3.27	-0.177	0.010	11.430	0.0074	0.0675	-0.0712	0.0000	0.0000	0.0000	0	0.10
51936	0.549	2.924	-3.397	2.83	6.20	2.84	-0.211	0.026	11.156	0.0089	0.0673	-0.0725	0.0000	0.0000	0.0000	0	0.10
51944	0.546	2.938	-3.407	3.23	5.94	2.40	-0.225	0.085	10.980	0.0101	0.0671	-0.0736	0.0000	0.0000	0.0000	0	0.10
51951	0.536	2.952	-3.411	3.25	5.64	2.45	-0.216	0.073	10.825	0.0102	0.0668	-0.0734	0.0000	0.0000	0.0000	0	0.10
51959	0.525	2.958	-3.405	2.83	5.19	3.12	-0.165	0.075	10.677	0.0090	0.0659	-0.0713	0.0000	0.0000	0.0000	0	0.10
51966	0.509	2.967	-3.399	2.48	5.27	3.38	-0.122	0.083	10.627	0.0078	0.0663	-0.0705	0.0000	0.0000	0.0000	0	0.10
51973	0.495	2.982	-3.399	2.18	5.40	3.24	-0.063	0.084	10.640	0.0070	0.0672	-0.0706	0.0000	0.0000	0.0000	0	0.10
51981	0.488	2.999	-3.409	2.21	5.67	2.73	0.003	0.031	10.781	0.0071	0.0685	-0.0719	0.0000	0.0000	0.0000	0	0.10
51988	0.480	3.013	-3.414	2.49	5.72	2.19	0.050	0.018	11.014	0.0079	0.0691	-0.0732	0.0000	0.0000	0.0000	0	0.10
51996	0.483	3.024	-3.429	2.72	5.20	1.84	0.110	0.005	11.290	0.0091	0.0685	-0.0739	0.0000	0.0000	0.0000	0	0.10
52003	0.480	3.028	-3.428	2.81	4.69	2.37	0.137	-0.001	11.465	0.0092	0.0671	-0.0726	0.0000	0.0000	0.0000	0	0.10
52010	0.471	3.029	-3.421	3.08	4.04	3.27	0.148	-0.018	11.543	0.0092	0.0650	-0.0706	0.0000	0.0000	0.0000	0	0.10
52017	0.468	3.030	-3.419	3.29	3.88	3.54	0.153	-0.026	11.604	0.0094	0.0643	-0.0702	0.0000	0.0000	0.0000	0	0.10
52025	0.464	3.038	-3.423	3.53	3.73	3.13	0.131	-0.058	11.577	0.0102	0.0643	-0.0710	0.0000	0.0000	0.0000	0	0.10
52032	0.461	3.053	-3.435	3.61	3.98	2.60	0.116	-0.038	11.659	0.0105	0.0655	-0.0725	0.0000	0.0000	0.0000	0	0.10
52040	0.452	3.064	-3.436	3.51	3.90	2.78	0.083	-0.069	11.566	0.0101	0.0655	-0.0720	0.0000	0.0000	0.0000	0	0.10
52047	0.435	3.080	-3.435	3.31	3.87	2.58	0.046	-0.059	11.345	0.0096	0.0661	-0.0721	0.0000	0.0000	0.0000	0	0.10
52054	0.417	3.093	-3.429	2.97	4.11	2.99	0.015	-0.060	11.056	0.0081	0.0668	-0.0712	0.0000	0.0000	0.0000	0	0.10
52061	0.407	3.100	-3.426	2.82	4.13	3.44	-0.029	-0.026	10.708	0.0072	0.0667	-0.0703	0.0000	0.0000	0.0000	0	0.10
52069	0.409	3.100	-3.428	3.12	3.94	3.33	-0.056	0.022	10.381	0.0080	0.0662	-0.0706	0.0000	0.0000	0.0000	0	0.10
52076	0.422	3.101	-3.442	3.43	3.94	3.34	-0.098	0.025	10.098	0.0088	0.0659	-0.0712	0.0000	0.0000	0.0000	0	0.10
52083	0.435	3.098	-3.452	3.84	3.44	3.01	-0.098	0.028	9.896	0.0105	0.0649	-0.0719	0.0000	0.0000	0.0000	0	0.10
52091	0.449	3.091	-3.459	4.13	2.96	2.88	-0.112	0.029	9.724	0.0118	0.0638	-0.0721	0.0000	0.0000	0.0000	0	0.10
52099	0.460	3.088	-3.467	4.11	2.44	3.21	-0.102	0.030	9.573	0.0121	0.0625	-0.0712	0.0000	0.0000	0.0000	0	0.10
52106	0.467	3.082	-3.469	3.86	2.00	3.90	-0.065	0.036	9.487	0.0116	0.0612	-0.0695	0.0000	0.0000	0.0000	0	0.10
52113	0.473	3.078	-3.471	3.64	1.88	4.03	-0.031	0.012	9.410	0.0113	0.0610	-0.0690	0.0000	0.0000	0.0000	0	0.10
52121	0.475	3.080	-3.474	3.40	2.26	3.46	0.000	-0.021	9.441	0.0112	0.0624	-0.0701	0.0000	0.0000	0.0000	0	0.10
52128	0.482	3.085	-3.487	3.86	2.80	2.79	0.033	-0.036	9.578	0.0122	0.0636	-0.0724	0.0000	0.0000	0.0000	0	0.10
52135	0.494	3.087	-3.501	3.62	2.88	2.52	0.061	-0.031	9.773	0.0123	0.0642	-0.0730	0.0000	0.0000	0.0000	0	0.10
52143	0.506	3.080	-3.506	3.39	2.01	2.78	0.088	-0.039	9.978	0.0126	0.0625	-0.0717	0.0000	0.0000	0.0000	0	0.10
52150	0.511	3.067	-3.498	3.59	1.38	3.53	0.088	-0.018	10.130	0.0129	0.0603	-0.0699	0.0000	0.0000	0.0000	0	0.10
52157	0.517	3.047	-3.485	3.53	1.16	3.91	0.085	-0.024	10.244	0.0128	0.0592	-0.0688	0.0000	0.0000	0.0000	0	0.10
52164	0.522	3.025	-3.467	3.82	1.09	3.68	0.058	-0.014	10.332	0.0136	0.0586	-0.0690	0.0000	0.0000	0.0000	0	0.10
52172	0.529	3.010	-3.461	4.32	1.58	2.70	0.028	-0.017	10.377	0.0151	0.0595	-0.0714	0.0000	0.0000	0.0000	0	0.10
52179	0.542	2.999	-3.462	4.59	2.11	2.11	-0.002	0.015	10.463	0.0159	0.0606	-0.0732	0.0000	0.0000	0.0000	0	0.10
52186	0.554	2.991	-3.467	4.15	2.33	1.90	-0.005	0.024	10.449	0.0154	0.0613	-0.0734	0.0000	0.0000	0.0000	0	0.10
52194	0.564	2.985	-3.472	3.45	2.14	2.48	-0.024	0.020	10.430	0.0141	0.0610	-0.0717	0.0000	0.0000	0.0000	0	0.10
52201	0.572	2.977	-3.471	2.48	1.78	3.59	-0.037	0.017	10.261	0.0119	0.0600	-0.0686	0.0000	0.0000	0.0000	0	0.10
52208	0.571	2.963	-3.457	3.15	2.29	2.63	-0.047	0.014	10.024	0.0134	0.0609	-0.0710	0.0000	0.0000	0.0000	0	0.10
52216	0.583	2.955	-3.461	3.12	2.75	2.41	-0.058	0.017	9.761	0.0134	0.0618	-0.0719	0.0000	0.0000	0.0000	0	0.10
52223	0.610	2.949	-3.482	3.25	2.82	2.74	-0.075	0.004	9.487	0.0138	0.0614	-0.0719	0.0000	0.0000	0.0000	0	0.10
52230	0.637	2.944	-3.505	3.03	2.83	2.74	-0.050	-0.016	9.295	0.0140	0.0615	-0.0722	0.0000	0.0000	0.0000	0	0.10
52238	0.649	2.936	-3.508	2.79	2.10	2.97	-0.045	-0.035	9.112	0.0142	0.0600	-0.0710	0.0000	0.0000	0.0000	0	0.10
52245	0.643	2.923	-3.490	2.69	1.87	2.56	-0.030	-0.013	8.982	0.0145	0.0597	-0.0711	0.0000	0.0000	0.0000	0	0.10
52252	0.650	2.916	-3.490	2.82	2.09	2.00	-0.025	-0.017	8.889	0.0152	0.0604	-0.0723	0.0000	0.0000	0.0000	0	0.10
52260	0.651	2.907	-3.482	2.95	2.42	1.64	0.022	0.012	8.747	0.0155	0.0610	-0.0732	0.0000	0.0000	0.0000	0	0.10
52267	0.652	2.895	-3.472	2.60	2.68	2.16	0.028	-0.009	8.654	0.0142	0.0610	-0.0720	0.0000	0.0000	0.0000	0	0.10
52275	0.654	2.889	-3.467	1.73	2.42	3.38	0.056	0.008	8.601	0.0119	0.0602	-0.0688	0.0000	0.0000	0.0000	0	0.10
52282	0.666	2.887	-3.477	1.25	2.29	3.59	0.071	-0.004	8.638	0.0112	0.0601	-0.0681	0.0000	0.0000	0.0000	0	0.10
52289	0.680	2.890	-3.495	1.66	2.39	2.65	0.057	-0.012	8.725	0.0130	0.0608	-0.0705	0.0000	0.0000	0.0000	0	0.10
52297	0.704	2.898	-3.526	2.46	3.44	1.11	0.037	-0.018	8.884	0.0154	0.0635	-0.0754	0.0000	0.0000	0.0000	0	0.10
52304	0.723	2.902	-3.549	1.83	3.23	1.85	0.037	-0.011	9.048	0.0142	0.0631	-0.0739	0.0000	0.0000	0.0000	0	0.10
52311	0.717	2.899	-3.541	1.06	2.66	2.66	0.041	-0.011	9.187	0.0125	0.0620	-0.0711	0.0000	0.0000	0.0000	0	0.10
52319	0.695	2.898	-3.517	0.73	2.63	3.24	0.032	0.007	9.286	0.0110	0.0617	-0.0693	0.0000	0.0000	0.0000	0	0.10
52326	0.677	2.896	-3.498	0.65	2.99	3.17	-0.000	0.007	9.316	0.0102	0.0624	-0.0693	0.0000	0.0000	0.0000	0	0.10
52333	0.674	2.897	-3.495	0.65	3.27	3.19	-0.006	-0.020	9.349	0.0099	0.0629	-0.0694	0.0000	0.0000	0.0000	0	0.10
52341	0.679	2.901	-3.505	0.66	3.53	2.93	-0.038	0.010	9.377	0.0101	0.0637	-0.0703	0.0000	0.0000	0.0000	0	0.10
52348	0.673	2.912	-3.509	0.77	3.31	2.19	-0.039	0.016	9.470	0.0110	0.0641	-0.0716	0.0000	0.0000	0.0000	0	0.10
52355	0.672	2.918	-3.514	0.90	3.53	1.63	-0.044	0.002	9.443	0.0115	0.0649	-0.0729	0.0000	0.0000	0.0000	0	0.10
52363	0.663	2.929	-3.515	1.11	3.71	1.56	-0.057	-0.005	9.367	0.0116	0.0654	-0.0734	0.0000	0.0000	0.0000	0	0.10
52370	0.647	2.939	-3.510	0.48	3.24	2.13	-0.039	-0.021	9.245	0.0101	0.0648	-0.0714	0.0000	0.0000	0.0000	0	0.10
52377	0.624	2.950	-3.498	0.09	3.44	1.89	-0.020	-0.005	9.064	0.0090	0.0659	-0.0713	0.0000	0.0000	0.0000	0	0.10
52385	0.607	2.961	-3.490	-0.57	3.57	2.54	-0.004	0.002	8.836	0.0068	0.0664	-0.0696	0.0000	0.0000	0.0000	0	0.10
52392	0.598	2.960	-3.481	-0.44	2.99	3.08	0.011	0.007	8.564	0.0069	0.0648	-0.0681	0.0000	0.0000	0.0000	0	0.10
52399	0.584	2.970	-3.476	0.05	3.02	2.68	0.018	-0.019	8.348	0.0077	0.0649	-0.0691	0.0000	0.0000	0.0000	0	0.10
52407	0.571	2.986	-3.478	0.11	2.91	1.88	0.003	-0.018	8.153	0.0084	0.0657	-0.0705	0.0000	0.0000	0.0000	0	0.10
52414	0.563	3.004	-3.489	0.34	2.95	1.40	0.015	-0.027	7.997	0.0090	0.0663	-0.0718	0.0000	0.0000	0.0000	0	0.10
52422	0.565	3.011	-3.497	0.53	2.49	1.03	0.011	-0.018	7.899	0.0101	0.0658	-0.0724	0.0000	0.0000	0.0000	0	0.10
52429	0.544	3.024	-3.489	0.46	2.45	1.25	0.025	0.002	7.796	0.0094	0.0659	-0.0717	0.0000	0.0000	0.0000	0	0.10
52436	0.523	3.038	-3.482	-0.58	2.59	1.73	0.023	-0.010	7.656	0.0067	0.0669	-0.0699	0.0000	0.0000	0.0000	0	0.10
52444	0.497	3.053	-3.471	-0.76	2.35	2.35	0.021	-0.011	7.479	0.0055	0.0664	-0.0683	0.0000	0.0000	0.0000	0	0.10
52451	0.477	3.066	-3.463	-0.45	2.79	1.93	0.012	-0.017	7.465	0.0056	0.0676	-0.0695	0.0000	0.0000	0.0000	0	0.10
52458	0.465	3.079	-3.464	0.29	2.85	1.55	0.000	-0.003	7.437	0.0069	0.0676	-0.0709	0.0000	0.0000	0.0000	0	0.10
52466	0.468	3.089	-3.477	0.21	2.75	1.20	-0.008	-0.023	7.463	0.0072	0.0680	-0.0716	0.0000	0.0000	0.0000	0	0.10
52473	0.466	3.097	-3.482	0.64	2.32	0.25	-0.018	-0.020	7.577	0.0092	0.0678	-0.0733	0.0000	0.0000	0.0000	0	0.10
52480	0.458	3.105	-3.481	0.80	2.05	0.24	-0.023	0.021	7.691	0.0095	0.0674	-0.0733	0.0000	0.0000	0.0000	0	0.10
52488	0.451	3.112	-3.482	0.44	1.94	0.82	-0.014	-0.002	7.814	0.0083	0.0672	-0.0718	0.0000	0.0000	0.0000	0	0.10
52495	0.447	3.111	-3.477	0.31	1.37	0.68	0.009	0.023	7.924	0.0086	0.0663	-0.0714	0.0000	0.0000	0.0000	0	0.10
52502	0.429	3.110	-3.458	0.25	0.98	0.81	0.025	0.035	8.011	0.0084	0.0655	-0.0704	0.0000	0.0000	0.0000	0	0.10
52509	0.415	3.114	-3.448	-0.04	1.03	1.38	0.037	0.015	8.041	0.0070	0.0655	-0.0690	0.0000	0.0000	0.0000	0	0.10
52517	0.405	3.121	-3.445	-0.17	1.21	0.79	0.039	0.019	8.114	0.0070	0.0666	-0.0699	0.0000	0.0000	0.0000	0	0.10
52524	0.398	3.128	-3.444	0.74	1.16	0.56	0.041	-0.027	8.076	0.0086	0.0660	-0.0711	0.0000	0.0000	0.0000	0	0.10
52531	0.398	3.134	-3.450	0.45	1.34	0.57	0.034	-0.021	8.081	0.0080	0.0667	-0.0711	0.0000	0.0000	0.0000	0	0.10
52539	0.400	3.140	-3.459	0.54	1.15	0.03	0.034	-0.012	8.175	0.0088	0.0669	-0.0721	0.0000	0.0000	0.0000	0	0.10
52546	0.398	3.142	-3.458	0.96	1.39	-0.41	0.020	-0.016	8.134	0.0097	0.0674	-0.0735	0.0000	0.0000	0.0000	0	0.10
52553	0.401	3.150	-3.469	0.51	0.94	-0.26	0.020	-0.026	8.174	0.0093	0.0670	-0.0726	0.0000	0.0000	0.0000	0	0.10
52561	0.400	3.155	-3.473	0.44	0.67	-0.44	-0.007	-0.026	8.140	0.0095	0.0668	-0.0727	0.0000	0.0000	0.0000	0	0.10
52568	0.389	3.153	-3.460	0.14	0.68	0.17	-0.016	-0.018	7.966	0.0082	0.0665	-0.0712	0.0000	0.0000	0.0000	0	0.10
52575	0.385	3.156	-3.458	-0.34	0.52	0.70	-0.017	-0.020	7.830	0.0069	0.0663	-0.0696	0.0000	0.0000	0.0000	0	0.10
52583	0.385	3.166	-3.468	0.30	0.80	0.20	-0.043	0.005	7.610	0.0083	0.0669	-0.0715	0.0000	0.0000	0.0000	0	0.10
52590	0.386	3.169	-3.472	0.63	1.01	-0.54	-0.051	0.025	7.421	0.0093	0.0676	-0.0733	0.0000	0.0000	0.0000	0	0.10
52597	0.392	3.178	-3.487	0.35	1.14	-0.93	-0.032	0.024	7.295	0.0092	0.0686	-0.0742	0.0000	0.0000	0.0000	0	0.10
52605	0.402	3.185	-3.503	1.16	1.24	-1.95	-0.035	0.027	7.168	0.0117	0.0691	-0.0771	0.0000	0.0000	0.0000	0	0.10
52612	0.405	3.184	-3.506	1.09	0.87	-1.72	-0.027	0.042	7.077	0.0117	0.0683	-0.0763	0.0000	0.0000	0.0000	0	0.10
52619	0.409	3.193	-3.519	0.60	1.03	-1.81	-0.009	0.025	6.986	0.0109	0.0693	-0.0765	0.0000	0.0000	0.0000	0	0.10
52627	0.409	3.186	-3.512	0.36	0.46	-1.43	-0.003	0.040	6.893	0.0106	0.0680	-0.0749	0.0000	0.0000	0.0000	0	0.10
52634	0.400	3.183	-3.500	-0.31	0.22	-0.72	0.024	0.008	6.825	0.0089	0.0674	-0.0727	0.0000	0.0000	0.0000	0	0.10
52642	0.401	3.179	-3.497	-0.27	-0.01	-0.43	0.044	0.032	6.722	0.0089	0.0667	-0.0720	0.0000	0.0000	0.0000	0	0.10
52649	0.404	3.177	-3.498	-0.46	0.12	-0.47	0.039	0.002	6.636	0.0086	0.0670	-0.0720	0.0000	0.0000	0.0000	0	0.10
52657	0.413	3.182	-3.512	-0.13	-0.07	-0.83	0.027	-0.033	6.587	0.0098	0.0668	-0.0730	0.0000	0.0000	0.0000	0	0.10
52664	0.420	3.188	-3.525	0.49	0.19	-0.75	0.006	-0.026	6.481	0.0107	0.0669	-0.0740	0.0000	0.0000	0.0000	0	0.10
52672	0.432	3.202	-3.550	0.80	0.45	-1.44	-0.005	-0.063	6.493	0.0119	0.0679	-0.0761	0.0000	0.0000	0.0000	0	0.10
