started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
52679	0.437	3.219	-3.572	0.82	0.61	-1.71	-0.041	-0.042	6.486	0.0121	0.0688	-0.0772	0.0000	0.0000	0.0000	0	0.10
52686	0.442	3.231	-3.589	0.53	0.79	-1.71	-0.037	-0.044	6.565	0.0116	0.0696	-0.0775	0.0000	0.0000	0.0000	0	0.10
52694	0.445	3.249	-3.609	0.04	0.88	-2.05	-0.021	-0.049	6.665	0.0111	0.0708	-0.0781	0.0000	0.0000	0.0000	0	0.10
52701	0.442	3.253	-3.610	-0.55	0.95	-1.64	-0.007	-0.013	6.767	0.0096	0.0712	-0.0769	0.0000	0.0000	0.0000	0	0.10
52708	0.437	3.257	-3.608	-0.98	0.31	-1.41	0.006	-0.011	6.866	0.0091	0.0703	-0.0756	0.0000	0.0000	0.0000	0	0.10
52716	0.436	3.249	-3.601	-1.13	-0.14	-0.82	0.004	0.047	6.857	0.0086	0.0689	-0.0739	0.0000	0.0000	0.0000	0	0.10
52723	0.439	3.240	-3.595	-0.99	-0.28	-0.70	0.014	0.073	6.889	0.0090	0.0683	-0.0735	0.0000	0.0000	0.0000	0	0.10
52730	0.446	3.234	-3.596	-0.67	-0.51	-0.58	-0.011	0.058	6.796	0.0097	0.0674	-0.0735	0.0000	0.0000	0.0000	0	0.10
52738	0.456	3.236	-3.608	-0.34	0.02	-0.92	-0.015	0.079	6.793	0.0103	0.0684	-0.0750	0.0000	0.0000	0.0000	0	0.10
52745	0.462	3.241	-3.619	-0.02	0.06	-1.06	-0.005	0.040	6.755	0.0111	0.0684	-0.0758	0.0000	0.0000	0.0000	0	0.10
52752	0.465	3.252	-3.633	-0.29	0.56	-1.50	-0.002	0.014	6.754	0.0107	0.0702	-0.0771	0.0000	0.0000	0.0000	0	0.10
52760	0.469	3.273	-3.656	-0.12	1.00	-1.59	0.004	0.013	6.706	0.0108	0.0713	-0.0782	0.0000	0.0000	0.0000	0	0.10
52767	0.463	3.286	-3.664	-0.90	1.11	-2.08	0.018	-0.024	6.759	0.0097	0.0728	-0.0786	0.0000	0.0000	0.0000	0	0.10
52775	0.457	3.297	-3.668	-1.03	1.11	-1.73	0.024	-0.051	6.728	0.0090	0.0729	-0.0780	0.0000	0.0000	0.0000	0	0.10
52782	0.450	3.302	-3.666	-1.05	0.84	-1.66	0.028	-0.050	6.722	0.0090	0.0724	-0.0775	0.0000	0.0000	0.0000	0	0.10
52789	0.441	3.303	-3.658	-0.95	0.62	-1.53	0.028	-0.023	6.643	0.0090	0.0719	-0.0770	0.0000	0.0000	0.0000	0	0.10
52797	0.434	3.299	-3.647	-1.26	0.09	-1.02	0.015	-0.041	6.488	0.0084	0.0707	-0.0752	0.0000	0.0000	0.0000	0	0.10
52804	0.432	3.296	-3.642	-0.71	-0.29	-0.88	0.008	-0.014	6.368	0.0095	0.0693	-0.0751	0.0000	0.0000	0.0000	0	0.10
52811	0.426	3.299	-3.639	-0.82	-0.18	-0.77	-0.024	-0.012	6.156	0.0089	0.0696	-0.0748	0.0000	0.0000	0.0000	0	0.10
52819	0.424	3.311	-3.649	-0.65	-0.03	-0.88	-0.035	0.019	6.035	0.0092	0.0701	-0.0755	0.0000	0.0000	0.0000	0	0.10
52826	0.421	3.326	-3.660	-0.94	0.24	-0.53	-0.047	0.006	5.814	0.0081	0.0708	-0.0751	0.0000	0.0000	0.0000	0	0.10
52834	0.419	3.348	-3.679	-0.74	0.53	-1.02	-0.039	0.030	5.697	0.0086	0.0720	-0.0767	0.0000	0.0000	0.0000	0	0.10
52841	0.418	3.370	-3.700	-0.90	0.86	-0.77	-0.034	0.028	5.535	0.0078	0.0730	-0.0769	0.0000	0.0000	0.0000	0	0.10
52848	0.418	3.395	-3.724	-0.93	1.00	-1.42	-0.041	0.012	5.469	0.0082	0.0744	-0.0786	0.0000	0.0000	0.0000	0	0.10
52856	0.421	3.406	-3.738	-0.71	1.02	-1.75	-0.030	0.021	5.397	0.0089	0.0747	-0.0796	0.0000	0.0000	0.0000	0	0.10
52863	0.419	3.416	-3.746	-0.55	0.88	-1.88	-0.030	0.012	5.371	0.0094	0.0747	-0.0800	0.0000	0.0000	0.0000	0	0.10
52870	0.415	3.417	-3.742	-0.93	0.41	-1.57	-0.011	0.021	5.336	0.0088	0.0739	-0.0787	0.0000	0.0000	0.0000	0	0.10
52878	0.405	3.417	-3.732	-1.12	-0.00	-1.38	-0.003	0.006	5.279	0.0085	0.0731	-0.0776	0.0000	0.0000	0.0000	0	0.10
52885	0.391	3.407	-3.709	-1.38	-0.70	-0.00	0.028	0.010	5.207	0.0071	0.0707	-0.0740	0.0000	0.0000	0.0000	0	0.10
52892	0.382	3.401	-3.694	-1.28	-1.01	0.64	0.026	0.005	5.071	0.0067	0.0694	-0.0724	0.0000	0.0000	0.0000	0	0.10
52900	0.376	3.396	-3.683	-1.22	-1.01	0.47	0.012	-0.027	5.082	0.0068	0.0694	-0.0725	0.0000	0.0000	0.0000	0	0.10
52907	0.369	3.398	-3.678	-0.80	-0.53	0.52	0.016	-0.035	4.878	0.0069	0.0699	-0.0731	0.0000	0.0000	0.0000	0	0.10
52914	0.375	3.408	-3.694	-0.34	-0.12	-0.46	0.028	-0.011	4.840	0.0084	0.0713	-0.0759	0.0000	0.0000	0.0000	0	0.10
52922	0.376	3.421	-3.708	0.06	-0.03	-0.63	0.018	-0.029	4.743	0.0092	0.0716	-0.0769	0.0000	0.0000	0.0000	0	0.10
52929	0.382	3.438	-3.731	0.38	0.32	-1.41	0.004	-0.013	4.754	0.0103	0.0729	-0.0793	0.0000	0.0000	0.0000	0	0.10
52936	0.377	3.450	-3.737	0.34	0.07	-1.23	-0.005	-0.021	4.714	0.0102	0.0726	-0.0788	0.0000	0.0000	0.0000	0	0.10
52944	0.378	3.460	-3.748	0.41	-0.01	-1.31	-0.022	-0.004	4.777	0.0104	0.0727	-0.0792	0.0000	0.0000	0.0000	0	0.10
52951	0.365	3.465	-3.739	0.16	-0.32	-1.19	-0.006	0.010	4.811	0.0099	0.0723	-0.0783	0.0000	0.0000	0.0000	0	0.10
52958	0.355	3.468	-3.732	0.11	-0.73	-0.73	-0.012	0.025	4.797	0.0095	0.0713	-0.0770	0.0000	0.0000	0.0000	0	0.10
52966	0.347	3.468	-3.725	-0.41	-0.80	-1.40	0.007	0.034	4.923	0.0092	0.0722	-0.0775	0.0000	0.0000	0.0000	0	0.10
52973	0.338	3.460	-3.707	-0.36	-1.31	-0.62	0.008	0.038	4.909	0.0088	0.0704	-0.0754	0.0000	0.0000	0.0000	0	0.10
52981	0.339	3.455	-3.704	-0.25	-1.62	-0.84	-0.008	0.063	4.949	0.0095	0.0698	-0.0755	0.0000	0.0000	0.0000	0	0.10
52988	0.346	3.445	-3.701	-0.11	-1.70	-0.49	-0.014	0.056	4.909	0.0096	0.0690	-0.0749	0.0000	0.0000	0.0000	0	0.10
52995	0.361	3.437	-3.708	-0.01	-1.49	-0.80	-0.009	0.030	4.915	0.0102	0.0694	-0.0759	0.0000	0.0000	0.0000	0	0.10
53003	0.379	3.429	-3.718	0.40	-1.40	-0.97	-0.001	-0.010	4.883	0.0113	0.0692	-0.0768	0.0000	0.0000	0.0000	0	0.10
53010	0.397	3.424	-3.732	0.67	-1.19	-0.50	-0.018	-0.003	4.785	0.0115	0.0689	-0.0767	0.0000	0.0000	0.0000	0	0.10
53017	0.418	3.420	-3.749	1.06	-1.29	-1.12	-0.009	-0.018	4.836	0.0133	0.0688	-0.0784	0.0000	0.0000	0.0000	0	0.10
53025	0.432	3.410	-3.753	0.99	-1.03	-0.77	-0.004	-0.022	4.701	0.0129	0.0688	-0.0781	0.0000	0.0000	0.0000	0	0.10
53032	0.448	3.400	-3.759	1.25	-1.02	-0.41	-0.002	-0.040	4.656	0.0134	0.0681	-0.0778	0.0000	0.0000	0.0000	0	0.10
53039	0.462	3.392	-3.765	1.10	-0.75	-0.84	0.009	-0.036	4.669	0.0135	0.0689	-0.0788	0.0000	0.0000	0.0000	0	0.10
53047	0.461	3.379	-3.752	0.72	-0.72	-0.28	0.005	-0.046	4.581	0.0123	0.0686	-0.0772	0.0000	0.0000	0.0000	0	0.10
53054	0.465	3.374	-3.751	0.60	-0.76	-0.33	0.008	-0.042	4.645	0.0123	0.0685	-0.0771	0.0000	0.0000	0.0000	0	0.10
53061	0.465	3.367	-3.744	0.22	-0.93	-0.32	0.020	-0.006	4.556	0.0118	0.0684	-0.0765	0.0000	0.0000	0.0000	0	0.10
53069	0.464	3.361	-3.738	0.09	-1.10	0.20	0.028	-0.004	4.527	0.0112	0.0676	-0.0752	0.0000	0.0000	0.0000	0	0.10
53076	0.475	3.357	-3.744	0.33	-1.19	-0.58	0.021	0.032	4.665	0.0126	0.0678	-0.0768	0.0000	0.0000	0.0000	0	0.10
53084	0.482	3.349	-3.744	0.40	-1.29	-0.34	0.016	0.042	4.637	0.0128	0.0672	-0.0764	0.0000	0.0000	0.0000	0	0.10
53091	0.488	3.339	-3.740	0.55	-1.41	-0.37	0.004	0.038	4.583	0.0133	0.0667	-0.0764	0.0000	0.0000	0.0000	0	0.10
53099	0.498	3.336	-3.746	0.36	-1.23	-0.79	-0.003	0.033	4.592	0.0134	0.0675	-0.0772	0.0000	0.0000	0.0000	0	0.10
53106	0.498	3.327	-3.738	0.69	-1.44	-0.06	-0.015	0.032	4.422	0.0135	0.0660	-0.0759	0.0000	0.0000	0.0000	0	0.10
53113	0.506	3.319	-3.738	0.98	-0.95	-0.42	-0.019	0.002	4.330	0.0140	0.0668	-0.0772	0.0000	0.0000	0.0000	0	0.10
53121	0.514	3.312	-3.740	0.95	-1.02	-0.42	-0.029	-0.005	4.267	0.0142	0.0666	-0.0772	0.0000	0.0000	0.0000	0	0.10
53128	0.518	3.300	-3.731	0.81	-0.57	0.21	-0.039	0.002	4.031	0.0131	0.0667	-0.0762	0.0000	0.0000	0.0000	0	0.10
53136	0.529	3.290	-3.734	0.95	-0.24	-0.15	-0.037	-0.036	3.921	0.0136	0.0673	-0.0773	0.0000	0.0000	0.0000	0	0.10
53143	0.539	3.282	-3.735	1.15	-0.34	-0.25	-0.009	-0.047	3.869	0.0143	0.0669	-0.0776	0.0000	0.0000	0.0000	0	0.10
53151	0.546	3.270	-3.731	1.15	-0.14	0.30	-0.007	-0.035	3.667	0.0138	0.0665	-0.0767	0.0000	0.0000	0.0000	0	0.10
53158	0.558	3.268	-3.740	1.37	-0.02	0.16	-0.003	-0.009	3.597	0.0144	0.0666	-0.0774	0.0000	0.0000	0.0000	0	0.10
53166	0.574	3.261	-3.749	1.19	-0.35	-0.17	0.007	-0.023	3.597	0.0150	0.0663	-0.0777	0.0000	0.0000	0.0000	0	0.10
53173	0.582	3.252	-3.748	1.45	-0.29	0.15	0.014	0.002	3.461	0.0153	0.0657	-0.0775	0.0000	0.0000	0.0000	0	0.10
53181	0.592	3.249	-3.756	1.38	-0.21	0.23	0.022	0.004	3.438	0.0152	0.0658	-0.0775	0.0000	0.0000	0.0000	0	0.10
53188	0.603	3.254	-3.772	1.37	0.06	-0.97	0.031	0.015	3.519	0.0163	0.0674	-0.0801	0.0000	0.0000	0.0000	0	0.10
53196	0.602	3.250	-3.767	1.05	-0.03	-0.46	0.033	0.031	3.420	0.0154	0.0670	-0.0788	0.0000	0.0000	0.0000	0	0.10
53203	0.604	3.244	-3.763	0.88	-0.11	0.33	0.030	0.014	3.315	0.0145	0.0662	-0.0771	0.0000	0.0000	0.0000	0	0.10
53211	0.614	3.243	-3.772	0.81	-0.04	-0.63	0.018	0.016	3.425	0.0153	0.0672	-0.0789	0.0000	0.0000	0.0000	0	0.10
53218	0.620	3.234	-3.770	0.70	-0.21	-0.98	0.004	0.030	3.457	0.0158	0.0671	-0.0792	0.0000	0.0000	0.0000	0	0.10
53226	0.622	3.220	-3.758	0.65	-0.55	0.15	-0.002	0.013	3.313	0.0150	0.0653	-0.0767	0.0000	0.0000	0.0000	0	0.10
53233	0.635	3.211	-3.762	0.73	-0.71	0.33	-0.011	0.031	3.315	0.0153	0.0646	-0.0764	0.0000	0.0000	0.0000	0	0.10
53241	0.640	3.206	-3.763	0.76	-0.62	-0.00	-0.016	0.015	3.307	0.0157	0.0649	-0.0771	0.0000	0.0000	0.0000	0	0.10
53248	0.646	3.201	-3.764	1.02	-0.65	0.40	-0.033	-0.011	3.179	0.0159	0.0642	-0.0767	0.0000	0.0000	0.0000	0	0.10
53255	0.658	3.202	-3.776	1.18	-0.52	0.43	-0.026	-0.030	3.105	0.0163	0.0643	-0.0771	0.0000	0.0000	0.0000	0	0.10
53263	0.666	3.205	-3.787	1.33	-0.21	-0.03	-0.039	-0.033	3.124	0.0169	0.0652	-0.0786	0.0000	0.0000	0.0000	0	0.10
53270	0.672	3.203	-3.792	1.12	-0.11	0.50	-0.025	-0.045	3.013	0.0161	0.0650	-0.0776	0.0000	0.0000	0.0000	0	0.10
53278	0.677	3.203	-3.796	0.96	0.38	1.33	-0.035	-0.052	2.786	0.0147	0.0654	-0.0766	0.0000	0.0000	0.0000	0	0.10
53285	0.684	3.205	-3.806	1.03	0.43	0.69	-0.003	-0.024	2.787	0.0156	0.0660	-0.0780	0.0000	0.0000	0.0000	0	0.10
53292	0.694	3.202	-3.812	1.22	0.19	0.10	0.011	-0.014	2.796	0.0168	0.0658	-0.0791	0.0000	0.0000	0.0000	0	0.10
53300	0.698	3.191	-3.805	0.95	-0.02	1.11	0.017	0.017	2.624	0.0157	0.0646	-0.0768	0.0000	0.0000	0.0000	0	0.10
53307	0.700	3.178	-3.795	1.27	0.07	1.97	0.024	0.013	2.436	0.0154	0.0635	-0.0755	0.0000	0.0000	0.0000	0	0.10
53314	0.703	3.176	-3.796	1.45	0.26	1.39	0.033	0.029	2.400	0.0162	0.0641	-0.0768	0.0000	0.0000	0.0000	0	0.10
# gArmed = TRUE
53322	0.713	3.172	-3.802	1.52	0.63	0.11	0.035	0.040	2.473	0.0173	0.0657	-0.0795	0.0173	0.0657	-0.0795	1	0.10
53329	0.705	3.114	-3.737	0.56	-2.11	3.17	0.130	0.389	1.973	0.0151	0.0578	-0.0697	0.0151	0.0578	-0.0697	1	0.10
53336	0.680	3.041	-3.641	0.08	-4.88	8.43	0.317	1.096	0.878	0.0113	0.0472	-0.0560	0.0113	0.0472	-0.0560	1	0.10
53344	0.678	3.009	-3.609	0.68	-4.46	9.20	0.450	1.673	-0.115	0.0112	0.0462	-0.0549	0.0112	0.0462	-0.0549	1	0.10
53351	0.702	3.009	-3.633	2.08	-2.38	6.78	0.529	2.176	-0.894	0.0145	0.0508	-0.0626	0.0145	0.0508	-0.0626	1	0.10
53358	0.737	3.026	-3.683	4.02	-0.55	2.38	0.575	2.857	-1.614	0.0210	0.0565	-0.0745	0.0210	0.0565	-0.0745	1	0.10
53366	0.765	3.065	-3.750	4.51	0.71	-0.43	0.649	3.669	-2.351	0.0239	0.0616	-0.0822	0.0239	0.0616	-0.0822	1	0.10
53373	0.768	3.107	-3.794	3.40	2.38	-0.14	0.801	4.299	-3.133	0.0204	0.0662	-0.0830	0.0204	0.0662	-0.0830	1	0.10
53380	0.747	3.110	-3.775	1.99	1.47	2.91	0.987	5.134	-4.212	0.0155	0.0632	-0.0753	0.0155	0.0632	-0.0753	1	0.10
53388	0.712	3.099	-3.730	1.11	1.19	4.71	1.220	6.020	-5.337	0.0119	0.0617	-0.0703	0.0119	0.0617	-0.0703	1	0.10
53395	0.697	3.074	-3.691	-0.17	0.48	6.17	1.501	6.849	-6.261	0.0087	0.0598	-0.0652	0.0087	0.0598	-0.0652	1	0.10
53402	0.696	3.048	-3.664	0.55	0.57	6.00	1.754	7.580	-7.078	0.0100	0.0589	-0.0657	0.0100	0.0589	-0.0657	1	0.10
53410	0.726	3.004	-3.651	2.07	-0.04	4.87	1.931	8.335	-7.898	0.0147	0.0565	-0.0682	0.0147	0.0565	-0.0682	1	0.10
53417	0.769	2.952	-3.643	4.67	-1.35	3.90	2.006	9.084	-8.748	0.0220	0.0517	-0.0710	0.0220	0.0517	-0.0710	1	0.10
53424	0.797	2.909	-3.631	6.36	-1.60	2.88	2.054	9.773	-9.647	0.0266	0.0498	-0.0738	0.0266	0.0498	-0.0738	1	0.10
53432	0.790	2.876	-3.591	5.83	-1.23	3.26	2.255	10.481	-10.758	0.0249	0.0499	-0.0722	0.0249	0.0499	-0.0722	1	0.10
53439	0.757	2.874	-3.556	3.33	-0.48	4.27	2.630	11.169	-11.925	0.0184	0.0525	-0.0681	0.0184	0.0525	-0.0681	1	0.10
53446	0.721	2.862	-3.509	1.10	0.21	4.96	3.064	11.713	-13.193	0.0127	0.0548	-0.0645	0.0127	0.0548	-0.0645	1	0.10
53454	0.711	2.850	-3.487	1.11	0.87	5.36	3.240	12.110	-14.417	0.0115	0.0554	-0.0639	0.0115	0.0554	-0.0639	1	0.10
53461	0.728	2.840	-3.494	2.59	1.18	4.72	3.219	12.442	-15.512	0.0147	0.0551	-0.0668	0.0147	0.0551	-0.0668	1	0.10
53469	0.761	2.822	-3.510	3.67	1.23	3.38	3.318	12.716	-16.403	0.0184	0.0550	-0.0705	0.0184	0.0550	-0.0705	1	0.10
53476	0.797	2.781	-3.505	4.63	0.19	3.04	3.511	13.018	-17.011	0.0220	0.0517	-0.0709	0.0220	0.0517	-0.0709	1	0.10
53483	0.831	2.745	-3.504	5.55	-1.13	4.39	3.656	13.408	-17.508	0.0241	0.0467	-0.0683	0.0241	0.0467	-0.0683	1	0.10
53491	0.837	2.721	-3.487	5.10	-1.40	5.42	3.877	13.751	-17.801	0.0228	0.0452	-0.0656	0.0228	0.0452	-0.0656	1	0.10
53498	0.831	2.706	-3.467	3.70	-0.34	5.44	4.226	14.054	-17.931	0.0194	0.0480	-0.0647	0.0194	0.0480	-0.0647	1	0.10
53505	0.833	2.686	-3.449	3.33	0.93	5.07	4.472	14.692	-18.141	0.0180	0.0505	-0.0658	0.0180	0.0505	-0.0658	1	0.10
53512	0.827	2.666	-3.423	2.82	0.51	5.69	4.750	15.583	-18.870	0.0168	0.0492	-0.0634	0.0168	0.0492	-0.0634	1	0.10
53520	0.844	2.635	-3.411	2.61	-0.20	5.66	5.044	16.711	-19.940	0.0174	0.0475	-0.0624	0.0174	0.0475	-0.0624	1	0.10
53527	0.856	2.612	-3.399	2.85	0.36	5.28	5.355	17.873	-21.570	0.0179	0.0481	-0.0635	0.0179	0.0481	-0.0635	1	0.10
53535	0.878	2.575	-3.386	3.26	-0.27	5.08	5.606	18.969	-23.465	0.0198	0.0460	-0.0634	0.0198	0.0460	-0.0634	1	0.10
53542	0.907	2.533	-3.374	4.48	-1.29	5.09	5.776	19.883	-25.269	0.0233	0.0423	-0.0634	0.0233	0.0423	-0.0634	1	0.10
53549	0.916	2.505	-3.356	3.80	-2.05	4.94	6.063	20.494	-26.336	0.0232	0.0410	-0.0620	0.0232	0.0410	-0.0620	1	0.10
53557	0.912	2.492	-3.338	3.28	-0.85	5.11	6.324	20.565	-26.505	0.0210	0.0432	-0.0619	0.0210	0.0432	-0.0619	1	0.10
53564	0.904	2.478	-3.318	3.00	-0.30	5.05	6.583	20.379	-26.086	0.0199	0.0442	-0.0618	0.0199	0.0442	-0.0618	1	0.10
53571	0.897	2.461	-3.294	2.38	-0.34	5.18	6.717	20.287	-25.732	0.0186	0.0442	-0.0605	0.0186	0.0442	-0.0605	1	0.10
53579	0.894	2.446	-3.275	2.22	-0.59	5.28	6.859	20.385	-26.206	0.0184	0.0435	-0.0596	0.0184	0.0435	-0.0596	1	0.10
53586	0.885	2.442	-3.263	2.08	0.40	5.06	6.964	20.804	-27.770	0.0174	0.0455	-0.0604	0.0174	0.0455	-0.0604	1	0.10
53593	0.890	2.411	-3.237	2.14	0.07	4.90	7.089	21.728	-29.983	0.0180	0.0443	-0.0599	0.0180	0.0443	-0.0599	1	0.10
53601	0.894	2.382	-3.214	2.33	-0.77	4.92	7.203	23.037	-31.794	0.0191	0.0420	-0.0589	0.0191	0.0420	-0.0589	1	0.10
53608	0.902	2.358	-3.198	2.08	-0.34	4.75	7.368	24.217	-32.184	0.0186	0.0426	-0.0590	0.0186	0.0426	-0.0590	1	0.10
53615	0.918	2.318	-3.176	2.60	-1.13	4.91	7.506	24.998	-31.144	0.0203	0.0398	-0.0580	0.0203	0.0398	-0.0580	1	0.10
53623	0.926	2.283	-3.149	2.65	-1.46	4.76	7.642	25.157	-30.007	0.0210	0.0386	-0.0576	0.0210	0.0386	-0.0576	1	0.10
53630	0.937	2.256	-3.134	2.01	-1.05	5.00	7.809	24.623	-30.127	0.0196	0.0391	-0.0566	0.0196	0.0391	-0.0566	1	0.10
53637	0.949	2.224	-3.115	2.35	-1.12	4.41	8.024	23.937	-32.219	0.0210	0.0385	-0.0575	0.0210	0.0385	-0.0575	1	0.10
53645	0.955	2.200	-3.098	2.35	-1.25	4.54	8.216	23.657	-35.312	0.0211	0.0377	-0.0568	0.0211	0.0377	-0.0568	1	0.10
53652	0.957	2.180	-3.080	1.98	-0.58	4.77	8.362	24.084	-37.315	0.0197	0.0386	-0.0378	0.0197	0.0386	-0.0378	1	0.10
53659	0.950	2.160	-3.054	2.01	-0.45	4.39	8.667	25.300	-36.878	0.0199	0.0387	-0.0441	0.0199	0.0387	-0.0441	1	0.10
53667	0.934	2.162	-3.040	1.76	-0.28	3.00	9.022	27.050	-34.862	0.0202	0.0404	-0.0585	0.0202	0.0404	-0.0585	1	0.10
53674	0.935	2.140	-3.020	1.03	-0.30	2.90	9.441	28.560	-34.297	0.0191	0.0406	-0.0576	0.0191	0.0406	-0.0576	1	0.10
53682	0.943	2.105	-2.993	0.66	-1.20	3.64	9.840	29.269	-36.231	0.0187	0.0380	-0.0515	0.0187	0.0380	-0.0515	1	0.10
53689	0.932	2.088	-2.966	0.43	-1.30	4.49	10.259	28.787	-39.622	0.0174	0.0369	-0.0049	0.0174	0.0369	-0.0049	1	0.10
53697	0.933	2.072	-2.950	1.10	-1.34	3.33	10.620	27.941	-40.740	0.0197	0.0369	0.0000	0.0000	0.0000	0.0000	0	0.10
53704	0.937	2.098	-2.980	2.37	0.44	-1.29	10.835	27.410	-38.472	0.0246	0.0435	-0.0251	0.0000	0.0000	0.0000	0	0.10
53711	0.936	2.115	-2.996	3.04	2.06	-3.80	10.918	27.646	-35.903	0.0266	0.0483	-0.0724	0.0000	0.0000	0.0000	0	0.10
53719	0.924	2.119	-2.988	2.03	2.29	-3.65	11.088	28.824	-35.998	0.0243	0.0496	-0.0713	0.0000	0.0000	0.0000	0	0.10
53727	0.898	2.101	-2.944	0.28	1.52	-1.14	11.133	29.837	-38.811	0.0192	0.0471	-0.0190	0.0000	0.0000	0.0000	0	0.10
53734	0.884	2.048	-2.878	-1.06	-0.70	2.00	11.090	30.008	-41.124	0.0156	0.0405	0.0000	0.0000	0.0000	0.0000	0	0.10
53742	0.880	1.987	-2.815	-1.28	-1.83	3.57	10.972	28.999	-40.348	0.0147	0.0361	0.0000	0.0000	0.0000	0.0000	0	0.10
53749	0.901	1.934	-2.784	-0.81	-2.35	3.83	10.750	27.391	-37.660	0.0161	0.0334	-0.0279	0.0000	0.0000	0.0000	0	0.10
53757	0.929	1.911	-2.791	0.37	-2.29	1.64	10.427	26.298	-36.395	0.0207	0.0339	-0.0476	0.0000	0.0000	0.0000	0	0.10
53764	0.964	1.912	-2.826	1.47	-0.87	-0.14	10.210	26.127	-37.878	0.0237	0.0370	-0.0312	0.0000	0.0000	0.0000	0	0.10
53772	0.994	1.928	-2.872	1.18	0.29	-1.75	10.018	27.146	-40.167	0.0243	0.0411	0.0000	0.0000	0.0000	0.0000	0	0.10
53779	1.009	1.963	-2.922	0.74	1.80	-2.93	9.892	28.658	-40.130	0.0236	0.0459	0.0000	0.0000	0.0000	0.0000	0	0.10
53787	1.005	2.001	-2.954	-0.10	2.68	-2.65	9.721	29.746	-37.401	0.0211	0.0488	-0.0437	0.0000	0.0000	0.0000	0	0.10
53794	0.993	2.026	-2.967	-0.97	2.58	-1.89	9.610	29.766	-35.122	0.0188	0.0492	-0.0653	0.0000	0.0000	0.0000	0	0.10
53802	0.976	2.046	-2.969	-1.26	2.93	-0.58	9.517	28.669	-35.523	0.0164	0.0494	-0.0632	0.0000	0.0000	0.0000	0	0.10
53809	0.960	2.044	-2.951	-1.49	2.39	0.09	9.437	27.454	-38.276	0.0156	0.0480	-0.0263	0.0000	0.0000	0.0000	0	0.10
53817	0.955	2.040	-2.941	-1.47	2.17	0.82	9.463	26.837	-40.376	0.0150	0.0469	0.0000	0.0000	0.0000	0.0000	0	0.10
53824	0.957	2.033	-2.937	-1.38	1.67	0.59	9.536	27.154	-39.412	0.0159	0.0460	-0.0087	0.0000	0.0000	0.0000	0	0.10
53831	0.963	2.027	-2.938	0.02	1.39	0.22	9.667	28.209	-36.704	0.0189	0.0445	-0.0503	0.0000	0.0000	0.0000	0	0.10
53839	0.962	2.033	-2.941	0.73	1.32	-0.54	9.777	29.165	-35.228	0.0209	0.0445	-0.0630	0.0000	0.0000	0.0000	0	0.10
53847	0.954	2.043	-2.943	1.20	1.11	-0.58	9.854	29.230	-36.577	0.0217	0.0440	-0.0542	0.0000	0.0000	0.0000	0	0.10
53854	0.935	2.070	-2.951	0.67	1.72	-0.14	9.917	28.255	-39.065	0.0195	0.0457	-0.0147	0.0000	0.0000	0.0000	0	0.10
53861	0.901	2.106	-2.953	-0.52	2.39	0.70	9.931	26.761	-39.727	0.0155	0.0480	-0.0041	0.0000	0.0000	0.0000	0	0.10
53869	0.860	2.146	-2.950	-1.16	2.94	0.38	9.975	25.716	-37.641	0.0134	0.0506	-0.0361	0.0000	0.0000	0.0000	0	0.10
53876	0.828	2.191	-2.961	-1.07	3.80	-0.58	10.004	25.549	-35.092	0.0130	0.0538	-0.0639	0.0000	0.0000	0.0000	0	0.10
53883	0.833	2.211	-2.986	-1.54	3.94	-0.78	10.047	26.309	-34.758	0.0124	0.0551	-0.0645	0.0000	0.0000	0.0000	0	0.10
53891	0.847	2.228	-3.017	-1.47	3.40	-1.16	9.930	27.686	-36.869	0.0136	0.0547	-0.0511	0.0000	0.0000	0.0000	0	0.10
53898	0.852	2.235	-3.029	-0.59	3.01	-1.11	9.737	28.657	-39.498	0.0155	0.0534	-0.0083	0.0000	0.0000	0.0000	0	0.10
53905	0.853	2.229	-3.024	0.68	1.62	-1.21	9.505	28.938	-39.718	0.0190	0.0497	-0.0047	0.0000	0.0000	0.0000	0	0.10
53913	0.852	2.232	-3.025	1.61	1.12	-1.10	9.257	28.096	-37.511	0.0208	0.0480	-0.0412	0.0000	0.0000	0.0000	0	0.10
